valence,popularity,acousticness,loudness,duration_ms,danceability,energy,speechiness,instrumentalness,liveness,tempo,explicit,key,mode,time_signature,track_genre_indie-pop,track_genre_pop,track_genre_r-n-b,track_genre_synth-pop
0.0822959410239549,0.5227085928214511,0.4485239112182766,0.9539830390657584,-0.1252317163481846,-0.2017507037372136,-0.3430451262066285,-0.4184915318792195,-0.010362805221878,0.2499324961985942,0.5286410814267295,0.0,10.0,1.0,3.0,0,0,1,0
1.0661020230507796,0.882222319999201,-0.6597219386502832,0.6500764632281385,-0.0387159540859164,0.6517362435009517,-0.1146811968185236,0.1383727530329871,0.025674710843827,0.1000102031789291,-0.4671416093449618,0.0,3.0,0.0,4.0,0,1,0,0
1.48657922813086,0.5833963925063925,0.0030124526791264,-0.5891839288196855,0.7086879540778855,0.7581373119505906,-0.118417184721303,-0.3312325115016897,0.0061867162873597,1.4292838686664038,-0.0126938565653055,0.0,2.0,0.0,4.0,0,0,0,1
1.559548884143283,0.6588688490745672,-0.3048299310983249,-0.4793549284026135,0.7407872419590447,0.45485654151404,-0.227781145081834,-0.4060041348863508,-0.0023973592139631,0.4816938833617736,-0.2651906798025294,0.0,2.0,1.0,4.0,0,0,0,1
0.2947409000350453,0.5948027326432334,-0.3828657611648507,-0.1056582788822466,-0.2610873731342888,-1.8738299852232856,1.0190517717047824,1.3373417806375612,-0.010362805221878,-0.0443568327643358,1.4686011726459232,0.0,2.0,1.0,4.0,0,0,1,0
0.7296881901811269,0.7519744864455652,0.7985113488500901,-0.6945641595996108,1.342819069888694,-0.2772840530116041,-0.7398654639169226,0.5660989662855661,0.0488743842135091,-0.3938383012292711,0.3280346908056337,0.0,5.0,0.0,4.0,0,1,0,0
-0.6940425644448862,0.7519744864455652,0.6401036396498229,0.4849158904490478,1.849018496832784,-2.064981598320636,-0.231587957404502,-0.1248950471035108,-0.010362805221878,1.4635518447373008,0.957890675222884,0.0,9.0,0.0,3.0,0,1,0,0
1.625170777091286,0.5717596057355216,0.2418058315996803,-1.8423467259835955,0.030340957884685,0.479713315419163,-0.1072161645124272,-0.3685856400976956,21.188059087128696,1.5249081259681585,-0.0329350471160522,0.0,2.0,0.0,4.0,0,0,0,1
0.1812242656071597,0.5598828683866861,-1.1556584976722069,-0.2989017099958291,-0.4317857440155346,0.1146847899586786,0.1376624250717655,-0.1125778892112307,7.226667549184164,2.4230815444990554,0.4515531699856747,0.0,9.0,1.0,4.0,1,0,0,0
-2.262925086202075,0.816944843806835,-0.9101971303242636,-0.5791741971361044,-0.3151667019252257,0.3999185403672659,-0.0960359318568663,0.1221400056147514,824.3433899683682,-0.2686478654987168,-0.468370371297981,0.0,2.0,1.0,4.0,0,1,0,0
1.1615673157714117,0.83210364903325,-0.8228452081428594,0.1426386764910331,-0.0510552374161405,0.6371249240239112,0.0182942147881316,1.8676722366727383,-0.010362805221878,-0.3728522303323445,-0.7544258587667882,0.0,2.0,1.0,4.0,0,1,0,0
0.136071814483651,0.743312648721177,-0.4161014898480781,-0.2716529959683024,0.375025844781735,-0.6143278347240215,0.3141331654770264,-0.1023190080905178,0.2819344613382005,0.1317804728129342,-0.7470738458383588,0.0,7.0,0.0,4.0,0,1,0,0
-0.7363890888728458,0.7255881316619952,-1.1415545221454182,-0.3533991380508828,0.2807682129091661,0.0887534496448085,-0.9164445898647507,5.64736869788466,29.10110384152724,0.722515444918736,-0.523486411361831,0.0,5.0,0.0,4.0,0,0,0,0
0.0489771431046527,0.7345185641005415,-1.02837512406159,0.3389406367301544,-0.4189826506458233,0.8489860522505138,0.5461273248809174,0.5322736250610302,0.1037788915637135,0.0601394036387638,-0.0162155095121032,0.0,10.0,0.0,4.0,0,0,0,1
0.086448623361184,0.7519744864455652,0.2636027577318568,-0.3561796190740997,-0.2902820173733416,-0.0526371096979657,0.2932276026809812,-0.0367784647935766,11.193415306968792,-0.1337319172507851,0.8522239238076533,0.0,10.0,0.0,4.0,0,1,0,0
0.7745839412360274,0.6979347564025714,0.8244179065503026,-1.1627971639093562,1.3582623176869224,0.099135329465748,-0.0737375215737937,0.0326389462491633,15.992169806868038,2.731426531553575,0.1864964529257871,0.0,10.0,0.0,4.0,0,0,0,1
0.1934834961621809,0.8013762919125457,0.2925141076943524,-0.1974141526484081,1.364941681253688,0.2227542260926048,-1.2407386911990828,0.3141127191258212,0.0777961563644952,-0.4672526890533924,0.2064361054128775,1.0,11.0,0.0,4.0,1,0,0,0
0.9401931671621984,0.6688865164263266,0.7692004677772407,-0.1106631447240371,0.2826719885426594,0.0261987552109232,0.0619749883963488,-0.4414040508128354,6.502946226279764,1.4361478836446735,-0.0160532293516018,0.0,7.0,1.0,4.0,1,0,0,0
-0.0860598400121101,0.8468737237883048,-0.6117468787525535,-0.3450576949812314,-0.5248738849828787,-0.3753791221065772,0.4073206827694612,0.2536757498071509,-0.010362805221878,-0.0040226249895639,-0.4697909558753706,0.0,3.0,1.0,4.0,1,0,0,0
-0.4954990891418441,0.6588688490745672,1.0453971583717894,-1.042124287501738,0.7864360792008568,-1.847793121586643,-0.9335347582062788,0.3141127191258212,-0.010362805221878,-0.0524453561691228,1.1854068063181773,0.0,0.0,1.0,4.0,0,0,0,0
0.1648420184104672,0.7689169241529952,1.811842346898293,-1.4130404559988878,2.0592506637431858,-0.3044211251946521,-0.8654630700894674,-0.2360699189190001,5.871338187286156,0.3742789569662815,0.0254993464483073,0.0,4.0,0.0,4.0,0,1,0,0
1.3823257299748004,0.7772048564088333,-0.3416381485905818,-0.1693312943139163,0.6594406993681912,0.5094473309122023,0.1698110472907983,-0.1454394236933032,39.53899219399238,0.6479468613667098,0.0291278330303801,0.0,4.0,0.0,4.0,0,0,1,0
-0.6940425644448862,0.7345185641005415,-0.961692568624002,-0.5825107743639649,-0.1446282806475816,0.0835578266483567,0.1591138909432767,-0.1248950471035108,1.4088496165520754,2.1989023789848257,-0.389511578104279,0.0,0.0,1.0,4.0,0,1,0,0
1.083888529626878,0.7255881316619952,-1.090714079853209,1.903239260392048,-0.4413413057458641,0.6566011960210905,1.0867410265378503,1.1447045722317195,0.2262630501374557,1.6865138894591087,-0.6373970561283072,0.0,8.0,0.0,4.0,0,0,0,0
0.5815635009228405,0.6787329331884275,0.0713672626451788,-0.5235645766717643,0.0456470753372659,0.2176386067715248,-0.6290237898363621,1.1447045722317195,-0.010362805221878,0.5273402568743576,-0.5236535942964383,0.0,6.0,1.0,4.0,1,0,0,0
-0.1202689239553575,0.6884138560967604,0.208926068918051,-0.1990824412623382,0.1761221419107313,-0.61996419575349,-0.1146811968185236,0.207224778366053,-0.010362805221878,1.27693916000732,-0.3076345083072734,0.0,0.0,1.0,4.0,1,0,0,0
-1.5508351879134483,0.5097641974207345,-0.1603226494834335,0.3044626720422635,1.4296757326614402,-0.9240801751537324,-0.4566033333871776,-0.4143282558711805,1.7673116349146731,0.6329589056714727,0.5480583191448194,0.0,3.0,1.0,3.0,1,0,0,0
-0.6987339238328364,0.7934313196871285,1.1097783165683186,-0.6511886556374252,0.290686941152656,0.5193359673341399,-0.6657448806435292,1.5282589910124524,0.0066507190113139,-0.1582613766372429,0.6400958098412071,0.0,0.0,0.0,4.0,0,1,0,0
-0.5319741712956014,0.7165170567238917,1.2979581930058894,0.487418323369943,0.0634496099121315,0.479713315419163,0.0146398135234117,-0.2051299836845951,-0.010362805221878,-0.0929970974802513,0.0754429299405366,1.0,10.0,0.0,4.0,0,0,0,0
-0.5365482047866382,0.8013762919125457,0.194241144207359,-0.1582093702210482,-0.8920311333206197,0.3193797473580582,0.1017393591739867,0.2193521549136957,-0.010362805221878,0.1079632642965755,-0.6412326578071278,0.0,6.0,0.0,4.0,0,1,0,0
0.9474550619833598,0.7255881316619952,-0.2602173774529017,0.2944529403586821,-0.2432410964417243,-0.5358025396298602,0.4957146432440245,0.4064522292684368,-0.010362805221878,-0.311018010110171,-1.017784699691635,0.0,5.0,0.0,4.0,0,1,0,0
0.0698217059657389,0.7689169241529952,-1.072071430368711,0.5141109411928264,0.3061646622240916,-0.1856505630625271,-0.0811611581264669,0.5243069388624132,-0.010362805221878,1.7331087777955665,0.5686342723172446,1.0,9.0,0.0,4.0,1,0,0,0
1.4631860842747495,0.7689169241529952,0.0448989400076899,-0.4195745864034477,-0.6112485673535016,-0.7220527205994804,1.003561199271066,0.0570855024673811,0.0917155330744336,0.3819940042544625,0.814945226861026,0.0,9.0,1.0,4.0,0,0,0,1
-0.7695200442992962,0.7165170567238917,-0.9537704146728138,0.0125121646044768,-0.5566420574676535,0.544008143409041,-0.5442018144340458,4.019292998658083,-0.0079809005629076,0.0521440577422654,1.5095640973205835,1.0,1.0,1.0,4.0,1,0,0,0
0.4141727150806762,0.7255881316619952,-1.0416324650970412,0.6798276101765607,-0.8113733027946849,-0.6595220410107447,0.8144992303944748,-0.0142952202992287,-0.010362805221878,-0.1664527047112307,-0.4235891813256929,0.0,5.0,1.0,4.0,0,0,0,1
